Filename,Ground_Truth,Classical_Pred,Classical_Time_ms,LSTM_Pred,LSTM_Time_ms,EasyOCR_Pred,EasyOCR_Time_ms,Classical_Correct,LSTM_Correct,EasyOCR_Correct
X51006334770.jpg,1.40,1.40,508,1.40,680,701.40,1439,True,True,False
X51006334819.jpg,203.00,263.33,3060,203.00,556,23.00,1462,False,True,False
X51006334927.jpg,6.40,8.40,976,6.40,450,143.60,1034,False,True,False
X51006335818.jpg,27.00,50.00,603,25.45,782,225.45,1628,False,False,False
X51006349081.jpg,84.80,80.00,1154,84.80,641,84.80,1476,False,True,True
X51006349083.jpg,46.25,46.25,429,46.25,601,984.31,1511,True,True,False
X51006349085.jpg,23.00,23.00,1086,11.50,649,211.50,1596,True,False,False
X51006350737.jpg,14.65,13.80,1163,13.80,630,34.60,1389,False,False,False
X51006387660.jpg,4.30,4.33,771,4.78,485,3.24,1005,False,False,False
X51006387737.jpg,165.00,165.00,1623,165.00,510,701.25,1266,True,True,False
X51006387931.jpg,3.00,0.00,1531,3.00,489,10.00,1223,False,True,False
X51006387950.jpg,1.00,0.00,1579,1.00,449,21.45,1197,False,True,False
X51006387973.jpg,47.15,15.25,582,13.10,884,47.15,1856,False,False,True
X51006388068.jpg,83.55,0.00,951,0.00,267,518.96,2334,False,False,False
X51006388081.jpg,27.50,0.00,260,0.00,178,27.50,1659,False,False,True
X51006388089.jpg,108.00,103.00,1742,108.00,385,103.00,1078,False,True,False
X51006389894.jpg,70.00,3.96,484,3.94,580,3.96,3275,False,False,False
X51006389898.jpg,164.40,164.40,333,155.09,533,92.40,1828,True,False,False
X51006392167.jpg,23.80,3.80,2085,23.80,710,451.35,1588,False,True,False
X51006401845.jpg,26.90,3.00,1548,26.90,371,751.52,1090,False,True,False
X51006401853.jpg,37.45,37.45,385,37.45,492,37.45,827,True,True,True
X51006401977.jpg,14.85,17.00,1152,14.00,415,0.34,1839,False,False,False
X51006414425.jpg,6.90,6.90,1486,6.90,1213,696.51,3377,True,True,False
X51006414427.jpg,7.60,7.60,1764,7.60,1124,7.17,3099,True,True,False
X51006414433.jpg,7.60,7.60,1553,7.60,1133,697.17,3057,True,True,False
X51006414512.jpg,50.00,50.00,817,50.00,1551,50.00,2072,True,True,True
X51006414532.jpg,98.00,98.00,942,84.05,1898,821.44,3152,True,False,False
X51006414593.jpg,8.90,8.90,1665,8.90,1198,8.90,2524,True,True,True
X51006414600.jpg,50.90,50.92,1504,2.80,1773,50.90,2923,False,False,True
X51006414702.jpg,157.90,157.90,2067,157.90,1650,157.90,3047,True,True,True
X51006414708.jpg,91.50,20.90,5116,91.50,1422,791.60,2883,False,True,False
X51006414715.jpg,41.81,41.81,1448,41.81,1196,41.81,2655,True,True,True
X51006414717.jpg,24.10,24.11,1495,24.11,1680,793.55,2938,False,False,False
X51006414728.jpg,13.00,13.00,2373,13.00,1284,13.00,2631,True,True,True
X51006438346.jpg,95.48,95.48,432,43.40,526,443.40,2246,True,False,False
X51006466070.jpg,42.88,35.88,407,0.00,467,42.90,1402,False,False,False
X51006502534.jpg,5.80,5.47,1324,5.58,459,818.31,1250,False,False,False
X51006502540.jpg,109.05,109.05,735,109.05,577,815.20,1391,True,True,False
X51006554841.jpg,9.00,9.00,1899,84.50,572,51.52,1466,True,False,False
X51006555819.jpg,26.58,31.39,2715,2.78,867,831.39,2131,False,False,False
X51006555833.jpg,1.52,42.60,2264,12.60,801,13.32,1794,False,False,False
X51006555835.jpg,37.90,37.92,2574,22.33,891,37.90,2633,False,False,True
X51006556610.jpg,393.00,393.00,1188,393.00,734,720.00,2116,True,True,False
X51006556648.jpg,55.14,55.14,2193,55.14,947,55.14,1258,True,True,True
X51006556654.jpg,6.42,46.34,2560,16.34,827,139.36,1199,False,False,False
X51006556657.jpg,59.31,59.31,2152,59.31,892,59.31,2214,True,True,True
X51006556658.jpg,32.13,16.87,2146,32.13,854,0.72,1535,False,True,False
X51006556723.jpg,5.09,5.09,1625,5.09,755,0.29,1953,True,True,False
X51006556728.jpg,60.26,60.26,2611,39.40,949,20.86,1281,True,False,False
X51006556734.jpg,32.46,32.46,1701,32.46,901,417.28,1223,True,True,False
X51006556740.jpg,23.35,17.05,2422,23.35,961,23.35,2534,False,True,True
X51006556806.jpg,14.47,10.65,2858,14.47,862,49.38,1215,False,True,False
X51006556808.jpg,79.26,18.92,2916,1.33,838,710.52,1507,False,False,False
X51006556809.jpg,43.36,23.38,2844,43.36,907,18.84,1822,False,True,False
X51006556810.jpg,23.02,24.55,2613,24.55,755,39.86,2862,False,False,False
X51006556812.jpg,25.84,17.70,2610,25.84,870,0.72,1845,False,True,False
X51006556821.jpg,48.57,37.89,2776,48.57,892,37.89,1271,False,True,False
X51006556826.jpg,28.98,28.98,2332,28.98,793,135.04,1230,True,True,False
X51006556827.jpg,53.96,53.96,2495,18.34,978,40.72,2251,True,False,False
X51006556829.jpg,38.55,42.37,2895,42.37,899,42.37,1529,False,False,False
X51006556851.jpg,84.78,56.69,3138,53.48,1011,84.78,2685,False,False,True
X51006556865.jpg,62.82,62.33,2743,62.82,703,62.82,4553,False,True,True
X51006557115.jpg,35.58,13.83,2666,35.58,915,13.83,2473,False,True,False
X51006557169.jpg,5.00,1.11,2402,5.00,843,105.76,1668,False,True,False
X51006557173.jpg,32.26,32.26,2189,32.26,1066,822.34,1884,True,True,False
X51006557187.jpg,42.25,25.96,2758,42.25,876,42.25,1980,False,True,True
X51006557194.jpg,39.77,39.77,2324,39.77,925,101.44,2378,True,True,False
X51006557196.jpg,27.10,27.10,2051,13.36,913,812.96,2276,True,False,False
X51006557208.jpg,32.12,16.86,2857,32.10,898,32.32,2126,False,False,False
X51006557209.jpg,33.84,33.84,1961,33.84,767,714.85,2699,True,True,False
X51006557507.jpg,35.88,35.88,2502,35.88,813,139.36,1935,True,True,False
X51006619328.jpg,5.40,0.00,133,0.00,141,75.09,3957,False,False,False
X51006619338.jpg,262.20,262.20,1558,262.20,447,262.20,2264,True,True,True
X51006619346.jpg,96.90,0.00,244,0.00,246,96.90,4392,False,False,True
X51006619503.jpg,8.00,91.42,2016,1.30,577,69.29,2764,False,False,False
X51006619506.jpg,25.55,0.00,232,0.00,146,162.29,2768,False,False,False
X51006619507.jpg,14.70,14.70,404,14.70,625,14.70,2677,True,True,True
X51006619509.jpg,15.80,16.80,511,7.90,408,7.90,2119,False,False,False
X51006619564.jpg,85.45,0.00,129,0.00,153,85.45,3788,False,False,True
X51006619567.jpg,676.00,340.00,2166,108.00,520,637.73,2937,False,False,False
X51006619569.jpg,26.40,1.49,583,18.90,605,26.40,3623,False,False,True
X51006619570.jpg,30.90,1.75,2201,30.90,705,1.75,4266,False,True,False
X51006619700.jpg,8.10,0.00,138,0.00,125,10.10,2629,False,False,False
X51006619703.jpg,7.00,0.00,154,0.00,270,3.50,1802,False,False,False
X51006619704.jpg,32.80,0.00,168,0.00,143,22.60,4007,False,False,False
X51006619757.jpg,71.60,113.50,2232,13.50,692,71.60,4694,False,False,True
X51006619760.jpg,29.10,27.46,2204,11.50,640,611.41,5387,False,False,False
X51006619764.jpg,34.40,0.00,276,0.00,500,34.40,4000,False,False,True
X51006619766.jpg,59.20,301.11,2405,17.50,916,614.01,3702,False,False,False
X51006619779.jpg,7.95,7.50,332,7.50,413,7.95,4401,False,False,True
X51006619784.jpg,399.00,0.00,121,0.00,130,399.00,1437,False,False,True
X51006619790.jpg,14.50,2.90,621,14.50,859,14.50,3799,False,True,True
X51006619842.jpg,32.70,0.00,186,0.00,143,6.02,2999,False,False,False
X51006619863.jpg,2.10,2.10,1185,2.10,591,671.99,4384,True,True,False
X51006619869.jpg,23.20,27.30,519,23.20,703,27.00,3096,False,True,False
X51006620175.jpg,26.70,26.70,622,1.51,735,617.11,2671,True,False,False
X51006620182.jpg,78.50,0.00,172,0.00,210,3.55,8923,False,False,False
X51006620192.jpg,8.80,8.80,481,8.80,994,8.80,2444,True,True,True
X51006620437.jpg,14.20,13.40,1198,13.40,415,713.40,3870,False,False,False
X51006647933.jpg,83.00,83.00,1218,83.00,397,1.70,1890,True,True,False
X51006647984.jpg,64.50,64.30,1050,64.50,684,64.50,2940,False,True,True
X51006733495.jpg,14.20,14.21,1197,13.40,509,713.40,1934,False,False,False
X51006828199.jpg,36.96,134.81,2224,24.87,687,4.87,2724,False,False,False
X51006828200.jpg,21.60,0.00,1530,21.60,563,21.60,3320,False,True,True
X51006828201.jpg,39.70,33.72,1232,39.70,761,511.14,5762,False,True,False
X51006856982.jpg,108.21,110.00,3623,108.21,782,110.00,3343,False,True,False
X51006857126.jpg,28.80,28.80,1249,28.80,578,27.17,2679,True,True,False
X51006857132.jpg,23.80,50.80,714,23.80,635,27.00,3342,False,True,False
X51006857137.jpg,3.30,46.78,347,0.00,404,7.30,2235,False,False,False
X51006857540.jpg,270.10,254.81,650,270.10,975,270.10,3681,False,True,True
X51006912959.jpg,10.90,10.90,988,10.98,1312,10.90,2553,True,False,True
X51006912976.jpg,71.10,4.00,9189,71.10,1840,71.10,3661,False,True,True
X51006912998.jpg,50.00,50.00,792,50.00,1155,0.00,1932,True,True,False
X51006913018.jpg,458.55,860.00,1856,25.95,2054,179.55,2956,False,False,False
X51006913032.jpg,12.20,12.20,1910,12.20,1247,12.20,2351,True,True,True
X51006913060.jpg,8.20,8.20,2350,8.20,1141,697.74,2115,True,True,False
X51006913061.jpg,9.20,9.20,1503,9.20,1161,84.40,2298,True,True,False
X51007103597.jpg,10.00,10.00,919,10.00,522,10.00,2469,True,True,True
X51007103610.jpg,5.00,5.00,664,5.00,651,2.50,2259,True,True,False
X51007103649.jpg,48.90,43.00,561,35.00,672,135.00,2421,False,False,False
X51007103668.jpg,27.20,21.20,780,1.54,631,908.90,1220,False,False,False
X51007103687.jpg,1.90,1.90,611,1.90,529,2.00,890,True,True,False
X51007225406.jpg,24.90,0.00,935,1.41,535,718.77,2175,False,False,False
X51007231274.jpg,7.30,7.30,1403,7.30,1203,7.30,2252,True,True,True
X51007231275.jpg,6.60,6.60,1994,6.60,1126,6.60,2443,True,True,True
X51007231276.jpg,8.20,8.20,1366,8.20,1120,740.46,3412,True,True,False
X51007231331.jpg,7.80,7.80,3464,7.80,1230,7.80,2470,True,True,True
X51007231341.jpg,8.20,8.20,1547,8.20,1178,697.74,2122,True,True,False
X51007231343.jpg,6.60,6.60,2704,6.60,1088,6.60,1986,True,True,True
X51007231346.jpg,60.00,60.00,916,60.00,1211,60.00,2312,True,True,True
X51007231364.jpg,32.25,32.25,1050,1.83,1121,32.25,2133,True,False,True
X51007231372.jpg,38.35,36.35,1038,38.35,1620,2.17,2549,False,True,False
X51007339105.jpg,3.30,3.30,1493,0.19,771,3.30,2524,True,False,True
X51007339109.jpg,8.70,13.45,1504,2.90,621,8.70,1067,False,False,True
X51007339116.jpg,21.90,21.90,1542,21.90,722,21.90,3095,True,True,True
X51007339119.jpg,2.00,2.00,1450,1.00,724,2.00,973,True,False,True
X51007339121.jpg,8.70,8.70,1574,0.49,794,8.70,1181,True,False,True
X51007339122.jpg,8.70,8.70,1489,8.70,728,8.70,1311,True,True,True
X51007339125.jpg,8.70,8.70,1931,0.00,588,8.70,1102,True,False,True
X51007339127.jpg,3.00,3.00,1303,0.17,628,3.00,1127,True,False,True
X51007339134.jpg,8.70,8.70,2151,8.21,685,8.70,1113,True,False,True
X51007339159.jpg,8.70,8.70,1230,8.70,722,176.26,2485,True,True,False
X51007339160.jpg,3.90,3.90,1205,3.90,772,13.48,1130,True,True,False
X51007339161.jpg,2.30,2.30,1243,2.30,778,174.21,1063,True,True,False
X51007339163.jpg,10.90,8.59,1385,10.90,875,10.90,2611,False,True,True
X51007339638.jpg,28.00,23.30,1448,28.60,821,26.42,2811,False,False,False
X51007391390.jpg,3.00,0.17,1736,3.00,537,2.99,762,False,True,False
X51007433809.jpg,190.00,190.00,1971,180.00,861,179.25,3042,True,False,False
X51007579714.jpg,61.70,61.72,1727,61.72,728,504.51,2695,False,False,False
X51007579719.jpg,20.70,20.70,889,7.00,507,1.60,3066,True,False,False
X51007579725.jpg,58.70,55.90,798,55.90,433,49.90,1110,False,False,False
X51007846266.jpg,8.75,8.76,3584,8.76,1153,8.76,5488,False,False,False
X51007846268.jpg,10.35,10.36,2537,10.36,1262,10.36,3644,False,False,False
X51007846282.jpg,16.20,9.45,984,16.20,1710,6.20,3291,False,True,False
X51007846283.jpg,147.45,147.45,1966,147.45,2176,147.45,4313,True,True,True
X51007846288.jpg,7.25,7.25,1989,7.25,1265,7.25,3015,True,True,True
X51007846289.jpg,15.00,20.00,1164,20.00,2075,5.00,3453,False,False,False
X51007846290.jpg,8.20,8.20,1740,8.20,1172,8.20,3161,True,True,True
X51007846303.jpg,6.70,6.69,1625,6.70,1185,6.70,3501,False,True,True
X51007846304.jpg,7.50,7.52,1783,7.52,1279,7.52,3535,False,False,False
X51007846310.jpg,28.20,30.00,978,30.00,1887,28.20,4105,False,False,True
X51007846321.jpg,103.85,128.66,974,185.85,1384,103.85,3477,False,False,True
X51007846355.jpg,8.95,8.98,1392,8.96,1633,52.83,3520,False,False,False
X51007846358.jpg,28.00,28.02,2002,28.07,1858,100.00,4119,False,False,False
X51007846360.jpg,46.20,46.20,1288,46.20,1809,46.20,3836,True,True,True
X51007846361.jpg,102.40,102.40,5221,102.40,1880,102.40,4298,True,True,True
X51007846371.jpg,8.85,8.85,2112,8.85,1347,8.85,3600,True,True,True
X51007846372.jpg,10.15,10.17,1798,10.17,1258,10.17,3193,False,False,False
X51007846379.jpg,79.45,70.45,1771,19.45,2086,383.20,4341,False,False,False
X51007846387.jpg,9.30,9.30,5656,9.30,1683,9.30,3801,True,True,True
X51007846392.jpg,8.45,8.46,1823,8.46,1215,8.46,3100,False,False,False
X51007846396.jpg,7.35,0.00,1277,7.35,1316,7.35,3111,False,True,True
X51007846397.jpg,7.70,7.72,1625,7.72,1452,7.72,3159,False,False,False
X51007846400.jpg,152.90,139.00,5372,152.90,1509,139.00,3232,False,True,False
X51007846403.jpg,13.10,13.10,891,13.10,1245,0.00,3075,True,True,False
X51008030561.jpg,17.60,17.60,657,17.60,650,17.60,2744,True,True,True
X51008030563.jpg,6.00,6.00,614,6.00,656,819.30,2451,True,True,False
X51008042779.jpg,7.60,7.60,385,7.60,517,7.60,2552,True,True,True
X51008042780.jpg,7.20,7.20,387,0.39,531,7.20,2521,True,False,True
X51008042781.jpg,1.90,1.90,332,1.90,485,1.79,2629,True,True,False
X51008042786.jpg,19.00,19.00,523,19.00,535,19.00,2508,True,True,True
X51008042787.jpg,412.90,412.90,2819,412.92,1032,523.37,3416,True,False,False
X51008099047.jpg,4.60,4.60,372,2.10,511,816.54,3029,True,False,False
X51008099086.jpg,7.20,7.20,353,7.20,609,7.20,2743,True,True,True
X51008099088.jpg,2.30,2.30,332,2.30,539,2.30,2658,True,True,True
X51008099090.jpg,4.80,4.80,410,4.80,504,4.80,2666,True,True,True
X51008099100.jpg,46.90,46.89,491,46.89,679,46.90,4698,False,False,True
X51009008095.jpg,31.80,31.80,849,31.80,437,31.80,1267,True,True,True
X51009447842.jpg,0.90,0.90,590,0.98,620,0.90,3287,True,False,True
X51009453729.jpg,79.50,100.00,1623,100.00,495,100.00,1036,False,False,False
X51009568881.jpg,10.40,10.40,2054,10.40,777,0.93,2454,True,True,False
